Vendor_ID,Vendor_Name,SKU_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,Quantity_Ordered,Quantity_Received,Unit_Price,Defect_Quantity,Payment_Terms
VEN_0211,Late Delivery Inc,SKU_PIP_0009,2022-12-05,2022-12-24,2022-12-23,471,471,1636.21,13,Net 60
VEN_0212,Late Delivery Inc,SKU_COI_0036,2023-04-05,2023-04-18,2023-04-17,900,900,3103.32,16,Immediate
VEN_0213,Slow Logistics Ltd,SKU_COI_0035,2022-12-17,2023-01-02,2023-01-08,528,528,2494.32,21,Net 15
VEN_0214,Delayed Suppliers Pvt,SKU_SHE_0016,2023-06-28,2023-07-06,2023-07-06,393,393,2437.09,3,Net 60
VEN_0215,Slow Logistics Ltd,SKU_COI_0028,2022-02-15,2022-03-05,2022-03-05,260,260,2621.67,3,Net 45
VEN_0216,Steel Suppliers India,SKU_FIT_0045,2022-10-20,2022-11-05,2022-11-03,649,649,1115.36,2,Immediate
VEN_0217,Premium Steel Co,SKU_COI_0037,2023-02-23,2023-03-11,2023-03-10,112,112,3131.62,0,Immediate
VEN_0218,Reliable Metals Ltd,SKU_PIP_0002,2023-07-24,2023-08-03,2023-08-02,597,597,1000.96,22,Net 45
VEN_0219,Mumbai Metal Works,SKU_FIT_0043,2022-12-17,2023-01-06,2023-01-05,922,922,531.49,14,Net 60
VEN_0220,Defective Materials Co,SKU_COI_0037,2022-02-06,2022-02-23,2022-03-04,827,827,3357.13,21,Net 45
VEN_0221,Defective Materials Co,SKU_COI_0035,2022-07-15,2022-08-04,2022-08-04,362,362,2649.86,28,Immediate
VEN_0222,Mumbai Metal Works,SKU_FAS_0046,2023-03-07,2023-03-18,2023-03-17,995,995,194.24,25,Net 60
VEN_0223,Defective Materials Co,SKU_COI_0036,2022-02-16,2022-03-05,2022-03-03,612,612,3088.47,34,Immediate
VEN_0224,Delayed Suppliers Pvt,SKU_SHE_0018,2023-07-07,2023-07-25,2023-07-27,926,926,2374.75,31,Net 60
VEN_0225,Quality Issues Pvt,SKU_FAS_0047,2022-09-06,2022-09-19,2022-09-19,791,791,159.29,14,Net 45
VEN_0226,Quality Issues Pvt,SKU_FAS_0046,2022-12-12,2022-12-28,2022-12-26,817,817,190.33,36,Net 30
VEN_0227,Late Delivery Inc,SKU_FAS_0048,2022-07-21,2022-08-04,2022-08-03,122,122,256.85,3,Net 15
VEN_0228,Steel Suppliers India,SKU_SHE_0020,2022-07-18,2022-08-04,2022-08-04,183,183,2703.55,2,Net 30
VEN_0229,Defective Materials Co,SKU_PIP_0013,2022-12-08,2022-12-15,2022-12-14,709,709,1465.53,38,Net 45
VEN_0230,Slow Logistics Ltd,SKU_FIT_0042,2023-12-07,2023-12-24,2023-12-24,344,344,984.21,11,Immediate
VEN_0231,Late Delivery Inc,SKU_COI_0028,2022-08-05,2022-08-15,2022-08-14,486,486,2664.27,4,Net 15
VEN_0232,Premium Steel Co,SKU_FIT_0039,2023-01-01,2023-01-09,2023-01-08,530,530,751.76,1,Net 45
VEN_0233,Mumbai Metal Works,SKU_SHE_0025,2023-02-14,2023-02-28,2023-02-27,892,892,1651.08,5,Net 45
VEN_0234,Quality Issues Pvt,SKU_PIP_0001,2023-09-10,2023-09-29,2023-10-09,734,734,1028.29,62,Net 60
VEN_0235,Slow Logistics Ltd,SKU_PIP_0001,2023-10-01,2023-10-08,2023-10-06,243,243,1158.54,8,Net 60
VEN_0236,Mumbai Metal Works,SKU_SHE_0025,2023-03-17,2023-03-26,2023-03-26,663,663,1718.43,4,Net 60
VEN_0237,Reliable Metals Ltd,SKU_COI_0033,2022-11-08,2022-11-27,2022-11-26,399,399,2067.15,13,Net 15
VEN_0238,Defective Materials Co,SKU_SHE_0022,2022-02-11,2022-02-27,2022-02-25,563,563,1694.24,10,Net 15
VEN_0239,Premium Steel Co,SKU_SHE_0021,2022-09-30,2022-10-20,2022-10-18,972,972,1478.57,6,Net 60
VEN_0240,Late Delivery Inc,SKU_SHE_0017,2023-12-06,2023-12-17,2023-12-16,741,741,2005.89,26,Net 15
VEN_0241,Quick Steel Industries,SKU_COI_0031,2022-07-23,2022-08-01,2022-07-31,882,882,2114.26,7,Net 15
VEN_0242,Quality Issues Pvt,SKU_FAS_0046,2022-04-05,2022-04-13,2022-04-13,108,108,195.32,7,Net 45
VEN_0243,Quality Issues Pvt,SKU_FAS_0046,2022-03-14,2022-03-24,2022-04-03,256,256,180.98,20,Net 15
VEN_0244,Slow Logistics Ltd,SKU_PIP_0011,2023-10-03,2023-10-14,2023-10-13,417,417,1083.55,4,Net 15
VEN_0245,Steel Suppliers India,SKU_SHE_0022,2022-03-11,2022-03-28,2022-04-04,346,346,1577.29,0,Immediate
VEN_0246,Delayed Suppliers Pvt,SKU_PIP_0003,2022-07-13,2022-07-23,2022-08-02,380,380,1228.77,2,Net 60
VEN_0247,Premium Steel Co,SKU_COI_0031,2022-04-27,2022-05-11,2022-05-10,615,615,2197.13,0,Net 45
VEN_0248,Defective Materials Co,SKU_SHE_0016,2022-06-03,2022-06-15,2022-06-13,158,158,2376.01,3,Net 60
VEN_0249,Quick Steel Industries,SKU_PIP_0015,2023-05-30,2023-06-10,2023-06-09,627,627,1234.23,18,Net 15
VEN_0250,Reliable Metals Ltd,SKU_PIP_0008,2022-12-26,2023-01-02,2022-12-31,726,726,1466.5,15,Net 45
VEN_0251,Mumbai Metal Works,SKU_PIP_0002,2022-10-30,2022-11-19,2022-11-17,396,396,953.13,10,Net 15
VEN_0252,Quick Steel Industries,SKU_FAS_0049,2022-02-05,2022-02-14,2022-02-13,411,411,180.64,4,Net 30
VEN_0253,Quality Issues Pvt,SKU_COI_0028,2023-05-26,2023-06-10,2023-06-09,528,528,2598.16,34,Net 45
VEN_0254,Quality Issues Pvt,SKU_SHE_0018,2022-07-27,2022-08-03,2022-08-05,621,621,2073.76,45,Net 15
VEN_0255,Premium Steel Co,SKU_PIP_0006,2023-10-06,2023-10-25,2023-10-23,393,393,1925.24,2,Immediate
VEN_0256,Premium Steel Co,SKU_SHE_0019,2022-04-30,2022-05-10,2022-05-08,545,545,1917.77,1,Net 45
VEN_0257,Premium Steel Co,SKU_SHE_0024,2022-02-02,2022-02-17,2022-02-16,886,886,2384.1,8,Net 30
VEN_0258,Quality Issues Pvt,SKU_SHE_0023,2022-06-29,2022-07-09,2022-07-07,396,396,1415.38,18,Net 15
VEN_0259,Late Delivery Inc,SKU_PIP_0011,2023-06-09,2023-06-29,2023-07-08,610,610,1227.77,9,Immediate
VEN_0260,Mumbai Metal Works,SKU_PIP_0010,2022-07-18,2022-08-05,2022-08-04,882,882,1497.91,18,Net 45
VEN_0261,Reliable Metals Ltd,SKU_FAS_0049,2023-01-05,2023-01-14,2023-01-15,329,329,186.43,3,Immediate
VEN_0262,Late Delivery Inc,SKU_PIP_0003,2023-06-04,2023-06-18,2023-07-01,618,618,1173.07,2,Net 45
VEN_0263,Reliable Metals Ltd,SKU_COI_0032,2023-07-11,2023-07-27,2023-07-25,558,558,2366.03,21,Net 45
VEN_0264,Premium Steel Co,SKU_PIP_0011,2023-05-22,2023-05-31,2023-05-31,430,430,1141.58,1,Net 30
VEN_0265,Reliable Metals Ltd,SKU_COI_0028,2022-11-27,2022-12-06,2022-12-17,808,808,2457.73,22,Immediate
VEN_0266,Mumbai Metal Works,SKU_SHE_0018,2022-08-31,2022-09-11,2022-09-11,686,686,2038.06,18,Net 45
VEN_0267,Mumbai Metal Works,SKU_FIT_0038,2023-11-26,2023-12-14,2023-12-14,948,948,815.47,26,Immediate
VEN_0268,Quality Issues Pvt,SKU_FAS_0046,2022-11-04,2022-11-14,2022-11-13,519,519,190.45,35,Immediate
VEN_0269,Quality Issues Pvt,SKU_COI_0030,2022-04-05,2022-04-19,2022-04-30,285,285,2834.65,24,Net 15
VEN_0270,Premium Steel Co,SKU_SHE_0027,2022-01-08,2022-01-23,2022-01-21,716,716,1717.36,5,Net 60
VEN_0271,Quick Steel Industries,SKU_SHE_0019,2023-10-08,2023-10-25,2023-10-23,589,589,1937.11,8,Net 60
VEN_0272,Quality Issues Pvt,SKU_FIT_0043,2022-03-28,2022-04-06,2022-04-05,252,252,479.76,2,Net 45
VEN_0273,Defective Materials Co,SKU_PIP_0015,2023-05-02,2023-05-18,2023-06-01,599,599,1311.34,13,Net 15
VEN_0274,Late Delivery Inc,SKU_FAS_0050,2022-08-03,2022-08-13,2022-08-25,440,440,299.18,0,Net 30
VEN_0275,Steel Suppliers India,SKU_PIP_0006,2023-10-09,2023-10-18,2023-10-16,394,394,1888.51,0,Immediate
VEN_0276,Delayed Suppliers Pvt,SKU_PIP_0013,2022-08-08,2022-08-28,2022-09-09,567,567,1753.18,1,Net 45
VEN_0277,Reliable Metals Ltd,SKU_FIT_0041,2023-11-05,2023-11-18,2023-11-16,420,420,734.8,12,Net 30
VEN_0278,Mumbai Metal Works,SKU_FIT_0045,2023-04-22,2023-04-29,2023-04-29,941,941,1020.88,12,Net 15
VEN_0279,Mumbai Metal Works,SKU_SHE_0024,2022-05-25,2022-06-07,2022-06-06,224,224,2039.12,5,Net 45
VEN_0280,Mumbai Metal Works,SKU_SHE_0025,2022-02-22,2022-03-05,2022-03-04,318,318,1777.8,5,Immediate
VEN_0281,Premium Steel Co,SKU_PIP_0002,2022-08-06,2022-08-14,2022-08-13,519,519,1085.36,2,Net 15
VEN_0282,Premium Steel Co,SKU_PIP_0013,2022-07-26,2022-08-15,2022-08-13,857,857,1732.82,3,Net 45
VEN_0283,Premium Steel Co,SKU_COI_0028,2022-01-23,2022-02-06,2022-02-06,972,972,2415.71,7,Net 60
VEN_0284,Premium Steel Co,SKU_SHE_0024,2023-05-15,2023-06-04,2023-06-03,790,790,2146.69,7,Immediate
VEN_0285,Slow Logistics Ltd,SKU_PIP_0006,2022-04-29,2022-05-14,2022-05-17,306,306,1971.49,5,Immediate
VEN_0286,Quality Issues Pvt,SKU_FAS_0050,2022-12-19,2023-01-05,2023-01-05,239,239,301.09,13,Immediate
VEN_0287,Defective Materials Co,SKU_COI_0032,2023-02-04,2023-02-23,2023-02-21,978,978,2249.94,43,Net 60
VEN_0288,Quick Steel Industries,SKU_FIT_0043,2023-01-17,2023-01-28,2023-01-26,175,175,541.55,2,Net 45
VEN_0289,Slow Logistics Ltd,SKU_PIP_0011,2022-09-16,2022-10-02,2022-10-08,290,290,1153.42,1,Net 45
VEN_0290,Slow Logistics Ltd,SKU_COI_0032,2022-01-10,2022-01-23,2022-01-30,724,724,2004.25,5,Net 30
VEN_0291,Mumbai Metal Works,SKU_FIT_0041,2022-06-21,2022-06-30,2022-06-30,716,716,804.24,0,Immediate
VEN_0292,Mumbai Metal Works,SKU_SHE_0019,2022-07-26,2022-08-06,2022-08-19,853,853,2121.6,16,Immediate
VEN_0293,Premium Steel Co,SKU_COI_0032,2022-07-21,2022-08-04,2022-08-03,948,948,2179.8,1,Net 45
VEN_0294,Steel Suppliers India,SKU_SHE_0024,2022-07-02,2022-07-15,2022-07-14,333,333,2191.57,3,Net 60
VEN_0295,Delayed Suppliers Pvt,SKU_SHE_0016,2022-07-20,2022-08-09,2022-08-18,583,583,2622.24,23,Net 60
VEN_0296,Quality Issues Pvt,SKU_SHE_0022,2022-02-24,2022-03-11,2022-03-10,719,719,1502.1,25,Net 30
VEN_0297,Delayed Suppliers Pvt,SKU_FAS_0047,2022-07-22,2022-08-02,2022-08-02,885,885,154.51,10,Net 30
VEN_0298,Delayed Suppliers Pvt,SKU_SHE_0018,2023-03-06,2023-03-17,2023-03-28,539,539,1976.44,6,Net 15
VEN_0299,Reliable Metals Ltd,SKU_SHE_0018,2023-11-05,2023-11-18,2023-11-18,464,464,2154.4,4,Net 15
VEN_0300,Mumbai Metal Works,SKU_FIT_0040,2023-01-17,2023-01-26,2023-01-25,477,477,1071.12,10,Net 45
