SKU_ID,Product_Name,Category,Opening_Stock,Closing_Stock,Reorder_Point,Safety_Stock,Unit_Cost,Warehouse_Location,Date
SKU_PIP_0001,Pipe Type-A,Pipes,391,467,448,179,1102,Navi_Mumbai,2022-04-01
SKU_COI_0035,Coil Type-H,Coils,830,893,173,69,2482,Thane,2023-05-01
SKU_SHE_0026,Sheet Type-K,Sheets,746,22,166,66,2046,Pune,2022-03-01
SKU_FIT_0044,Fitting Type-G,Fittings,395,292,285,114,921,Navi_Mumbai,2022-02-01
SKU_COI_0028,Coil Type-A,Coils,559,606,232,92,2430,Mumbai_Central,2022-07-01
SKU_COI_0036,Coil Type-I,Coils,623,550,135,54,2836,Navi_Mumbai,2022-04-01
SKU_COI_0033,Coil Type-F,Coils,532,376,251,100,2211,Navi_Mumbai,2023-04-01
SKU_FIT_0045,Fitting Type-H,Fittings,198,187,337,134,1037,Mumbai_Central,2023-06-01
SKU_SHE_0019,Sheet Type-D,Sheets,825,907,446,178,2051,Thane,2022-11-01
SKU_FAS_0050,Fastener Type-E,Fasteners,842,690,230,92,280,Pune,2022-02-01
SKU_SHE_0019,Sheet Type-D,Sheets,825,902,446,178,2051,Navi_Mumbai,2022-04-01
SKU_FAS_0049,Fastener Type-D,Fasteners,517,453,378,151,196,Pune,2023-05-01
SKU_PIP_0005,Pipe Type-E,Pipes,950,825,151,60,1383,Navi_Mumbai,2022-05-01
SKU_COI_0033,Coil Type-F,Coils,494,421,251,100,2211,Mumbai_Central,2022-05-01
SKU_SHE_0021,Sheet Type-F,Sheets,626,622,413,165,1564,Navi_Mumbai,2023-03-01
SKU_FIT_0043,Fitting Type-F,Fittings,820,649,465,186,506,Thane,2023-08-01
SKU_COI_0034,Coil Type-G,Coils,255,241,499,199,2200,Mumbai_Central,2023-03-01
SKU_FAS_0048,Fastener Type-C,Fasteners,958,879,158,63,270,Navi_Mumbai,2023-02-01
SKU_COI_0036,Coil Type-I,Coils,542,447,135,54,2836,Navi_Mumbai,2022-06-01
SKU_FIT_0042,Fitting Type-E,Fittings,444,530,268,107,900,Mumbai_Central,2022-03-01
SKU_PIP_0010,Pipe Type-J,Pipes,1149,1090,218,87,1470,Navi_Mumbai,2022-12-01
SKU_FAS_0050,Fastener Type-E,Fasteners,270,117,230,92,280,Thane,2023-05-01
SKU_COI_0028,Coil Type-A,Coils,845,8,232,92,2430,Mumbai_Central,2023-12-01
SKU_COI_0036,Coil Type-I,Coils,688,48,135,54,2836,Pune,2023-07-01
SKU_FIT_0039,Fitting Type-B,Fittings,932,791,125,50,716,Mumbai_Central,2023-01-01
SKU_PIP_0003,Pipe Type-C,Pipes,657,646,448,179,1152,Navi_Mumbai,2023-07-01
SKU_PIP_0003,Pipe Type-C,Pipes,428,14,448,179,1152,Navi_Mumbai,2023-08-01
SKU_COI_0035,Coil Type-H,Coils,864,939,173,69,2482,Mumbai_Central,2022-01-01
SKU_PIP_0009,Pipe Type-I,Pipes,243,120,401,160,1768,Pune,2023-08-01
SKU_PIP_0001,Pipe Type-A,Pipes,469,39,448,179,1102,Navi_Mumbai,2023-01-01
SKU_SHE_0021,Sheet Type-F,Sheets,753,22,413,165,1564,Mumbai_Central,2023-02-01
SKU_FAS_0049,Fastener Type-D,Fasteners,470,2268,378,151,196,Mumbai_Central,2023-01-01
SKU_PIP_0013,Pipe Type-M,Pipes,391,457,120,48,1603,Mumbai_Central,2022-12-01
SKU_SHE_0018,Sheet Type-C,Sheets,682,488,200,80,2184,Pune,2022-03-01
SKU_COI_0032,Coil Type-E,Coils,864,1828,457,182,2186,Thane,2023-01-01
SKU_FIT_0045,Fitting Type-H,Fittings,600,525,337,134,1037,Mumbai_Central,2023-07-01
SKU_COI_0029,Coil Type-B,Coils,1118,1158,254,101,3070,Navi_Mumbai,2023-12-01
SKU_FAS_0048,Fastener Type-C,Fasteners,453,540,158,63,270,Pune,2023-11-01
SKU_COI_0031,Coil Type-D,Coils,281,678,113,45,2014,Mumbai_Central,2022-04-01
SKU_FIT_0043,Fitting Type-F,Fittings,312,249,465,186,506,Navi_Mumbai,2022-08-01
SKU_SHE_0022,Sheet Type-G,Sheets,1108,58,227,90,1646,Mumbai_Central,2023-12-01
SKU_SHE_0025,Sheet Type-J,Sheets,283,1125,225,90,1830,Thane,2023-12-01
SKU_FAS_0047,Fastener Type-B,Fasteners,292,176,427,170,158,Navi_Mumbai,2023-04-01
SKU_SHE_0024,Sheet Type-I,Sheets,620,475,245,98,2249,Pune,2023-03-01
SKU_COI_0031,Coil Type-D,Coils,795,24,113,45,2014,Navi_Mumbai,2022-11-01
SKU_PIP_0012,Pipe Type-L,Pipes,1168,974,197,78,1356,Navi_Mumbai,2022-10-01
SKU_FIT_0041,Fitting Type-D,Fittings,314,308,421,168,787,Pune,2022-07-01
SKU_PIP_0010,Pipe Type-J,Pipes,315,131,218,87,1470,Mumbai_Central,2023-10-01
SKU_SHE_0017,Sheet Type-B,Sheets,1093,1159,257,102,2017,Mumbai_Central,2023-10-01
SKU_PIP_0001,Pipe Type-A,Pipes,861,918,448,179,1102,Thane,2022-03-01
SKU_PIP_0001,Pipe Type-A,Pipes,647,501,448,179,1102,Thane,2022-07-01
SKU_PIP_0013,Pipe Type-M,Pipes,417,363,120,48,1603,Thane,2023-12-01
SKU_FAS_0046,Fastener Type-A,Fasteners,1214,1102,343,137,187,Thane,2022-11-01
SKU_SHE_0019,Sheet Type-D,Sheets,181,101,446,178,2051,Navi_Mumbai,2023-08-01
SKU_COI_0031,Coil Type-D,Coils,991,565,113,45,2014,Mumbai_Central,2022-02-01
SKU_PIP_0009,Pipe Type-I,Pipes,1180,990,401,160,1768,Mumbai_Central,2023-12-01
SKU_FAS_0046,Fastener Type-A,Fasteners,480,535,343,137,187,Thane,2022-06-01
SKU_PIP_0002,Pipe Type-B,Pipes,389,413,112,44,1035,Thane,2022-04-01
SKU_FAS_0049,Fastener Type-D,Fasteners,606,437,378,151,196,Thane,2022-06-01
SKU_SHE_0016,Sheet Type-A,Sheets,788,719,390,156,2579,Mumbai_Central,2022-02-01
SKU_COI_0035,Coil Type-H,Coils,323,186,173,69,2482,Mumbai_Central,2022-07-01
SKU_COI_0033,Coil Type-F,Coils,431,376,251,100,2211,Mumbai_Central,2023-01-01
SKU_SHE_0027,Sheet Type-L,Sheets,654,466,112,44,1634,Pune,2022-05-01
SKU_SHE_0019,Sheet Type-D,Sheets,1166,1097,446,178,2051,Mumbai_Central,2023-10-01
SKU_COI_0031,Coil Type-D,Coils,379,451,113,45,2014,Thane,2023-07-01
SKU_SHE_0023,Sheet Type-H,Sheets,191,83,295,118,1440,Thane,2022-08-01
SKU_FIT_0044,Fitting Type-G,Fittings,619,608,285,114,921,Mumbai_Central,2023-06-01
SKU_SHE_0017,Sheet Type-B,Sheets,992,1044,257,102,2017,Navi_Mumbai,2023-03-01
SKU_PIP_0011,Pipe Type-K,Pipes,210,71,124,49,1199,Pune,2023-05-01
SKU_PIP_0013,Pipe Type-M,Pipes,407,233,120,48,1603,Pune,2022-04-01
SKU_PIP_0002,Pipe Type-B,Pipes,773,706,112,44,1035,Mumbai_Central,2022-02-01
SKU_PIP_0015,Pipe Type-O,Pipes,384,222,405,162,1216,Mumbai_Central,2022-01-01
SKU_SHE_0025,Sheet Type-J,Sheets,858,721,225,90,1830,Navi_Mumbai,2022-09-01
SKU_PIP_0002,Pipe Type-B,Pipes,588,614,112,44,1035,Pune,2023-12-01
SKU_PIP_0014,Pipe Type-N,Pipes,268,295,320,128,1903,Navi_Mumbai,2022-07-01
SKU_PIP_0005,Pipe Type-E,Pipes,1186,2,151,60,1383,Thane,2022-11-01
SKU_COI_0034,Coil Type-G,Coils,439,462,499,199,2200,Navi_Mumbai,2022-07-01
SKU_PIP_0003,Pipe Type-C,Pipes,208,1792,448,179,1152,Mumbai_Central,2022-08-01
SKU_SHE_0022,Sheet Type-G,Sheets,731,613,227,90,1646,Thane,2023-07-01
SKU_PIP_0009,Pipe Type-I,Pipes,267,329,401,160,1768,Thane,2023-10-01
SKU_PIP_0006,Pipe Type-F,Pipes,997,1038,109,43,1920,Pune,2022-01-01
SKU_FIT_0039,Fitting Type-B,Fittings,849,812,125,50,716,Thane,2022-06-01
SKU_FIT_0045,Fitting Type-H,Fittings,700,633,337,134,1037,Pune,2022-12-01
SKU_FAS_0047,Fastener Type-B,Fasteners,903,2562,427,170,158,Thane,2023-02-01
SKU_PIP_0004,Pipe Type-D,Pipes,673,126,445,178,1057,Mumbai_Central,2022-01-01
SKU_FIT_0040,Fitting Type-C,Fittings,1120,1652,413,165,989,Navi_Mumbai,2022-12-01
SKU_COI_0032,Coil Type-E,Coils,893,729,457,182,2186,Pune,2022-03-01
SKU_COI_0030,Coil Type-C,Coils,265,76,301,120,2737,Mumbai_Central,2023-08-01
SKU_SHE_0024,Sheet Type-I,Sheets,703,504,245,98,2249,Thane,2022-06-01
SKU_FAS_0046,Fastener Type-A,Fasteners,336,2058,343,137,187,Mumbai_Central,2022-02-01
SKU_FIT_0044,Fitting Type-G,Fittings,607,1710,285,114,921,Navi_Mumbai,2023-02-01
SKU_SHE_0024,Sheet Type-I,Sheets,523,483,245,98,2249,Navi_Mumbai,2022-01-01
SKU_SHE_0024,Sheet Type-I,Sheets,804,72,245,98,2249,Navi_Mumbai,2022-10-01
SKU_SHE_0018,Sheet Type-C,Sheets,207,42,200,80,2184,Mumbai_Central,2023-05-01
SKU_FIT_0043,Fitting Type-F,Fittings,323,186,465,186,506,Thane,2022-06-01
SKU_PIP_0014,Pipe Type-N,Pipes,227,1280,320,128,1903,Mumbai_Central,2023-02-01
SKU_FIT_0039,Fitting Type-B,Fittings,421,506,125,50,716,Navi_Mumbai,2022-12-01
SKU_PIP_0014,Pipe Type-N,Pipes,715,734,320,128,1903,Pune,2022-05-01
SKU_COI_0034,Coil Type-G,Coils,700,703,499,199,2200,Navi_Mumbai,2022-12-01
SKU_FAS_0049,Fastener Type-D,Fasteners,1004,958,378,151,196,Thane,2022-11-01
SKU_SHE_0023,Sheet Type-H,Sheets,267,330,295,118,1440,Thane,2022-01-01
SKU_COI_0035,Coil Type-H,Coils,927,778,173,69,2482,Navi_Mumbai,2023-09-01
SKU_COI_0030,Coil Type-C,Coils,674,79,301,120,2737,Pune,2023-07-01
SKU_FIT_0038,Fitting Type-A,Fittings,770,809,109,43,859,Mumbai_Central,2023-01-01
SKU_PIP_0003,Pipe Type-C,Pipes,838,792,448,179,1152,Thane,2023-01-01
SKU_COI_0031,Coil Type-D,Coils,401,4,113,45,2014,Mumbai_Central,2022-03-01
SKU_PIP_0004,Pipe Type-D,Pipes,568,550,445,178,1057,Pune,2023-09-01
SKU_COI_0036,Coil Type-I,Coils,379,250,135,54,2836,Pune,2023-06-01
SKU_SHE_0026,Sheet Type-K,Sheets,346,664,166,66,2046,Navi_Mumbai,2023-07-01
SKU_PIP_0015,Pipe Type-O,Pipes,804,827,405,162,1216,Thane,2023-04-01
SKU_FIT_0039,Fitting Type-B,Fittings,515,390,125,50,716,Mumbai_Central,2023-09-01
SKU_PIP_0012,Pipe Type-L,Pipes,683,724,197,78,1356,Pune,2023-05-01
SKU_SHE_0018,Sheet Type-C,Sheets,771,618,200,80,2184,Navi_Mumbai,2023-01-01
SKU_FAS_0047,Fastener Type-B,Fasteners,985,1708,427,170,158,Navi_Mumbai,2022-11-01
SKU_PIP_0015,Pipe Type-O,Pipes,743,594,405,162,1216,Mumbai_Central,2023-12-01
SKU_SHE_0018,Sheet Type-C,Sheets,925,924,200,80,2184,Pune,2023-03-01
SKU_COI_0029,Coil Type-B,Coils,510,587,254,101,3070,Mumbai_Central,2022-07-01
SKU_SHE_0022,Sheet Type-G,Sheets,863,32,227,90,1646,Pune,2023-11-01
SKU_SHE_0020,Sheet Type-E,Sheets,951,946,119,47,2480,Mumbai_Central,2023-10-01
SKU_FAS_0046,Fastener Type-A,Fasteners,517,460,343,137,187,Thane,2023-03-01
SKU_PIP_0008,Pipe Type-H,Pipes,834,751,420,168,1595,Mumbai_Central,2023-03-01
SKU_FAS_0046,Fastener Type-A,Fasteners,530,459,343,137,187,Thane,2022-12-01
SKU_SHE_0019,Sheet Type-D,Sheets,969,1037,446,178,2051,Pune,2022-01-01
SKU_PIP_0005,Pipe Type-E,Pipes,348,227,151,60,1383,Mumbai_Central,2023-03-01
SKU_SHE_0016,Sheet Type-A,Sheets,1137,1178,390,156,2579,Navi_Mumbai,2022-11-01
SKU_PIP_0010,Pipe Type-J,Pipes,364,378,218,87,1470,Mumbai_Central,2023-12-01
SKU_COI_0030,Coil Type-C,Coils,958,973,301,120,2737,Mumbai_Central,2023-01-01
SKU_SHE_0027,Sheet Type-L,Sheets,617,553,112,44,1634,Thane,2022-06-01
SKU_SHE_0025,Sheet Type-J,Sheets,448,80,225,90,1830,Thane,2023-06-01
SKU_SHE_0021,Sheet Type-F,Sheets,608,409,413,165,1564,Mumbai_Central,2022-06-01
SKU_COI_0030,Coil Type-C,Coils,287,280,301,120,2737,Mumbai_Central,2022-05-01
SKU_PIP_0011,Pipe Type-K,Pipes,1237,1097,124,49,1199,Navi_Mumbai,2023-10-01
SKU_SHE_0020,Sheet Type-E,Sheets,517,470,119,47,2480,Thane,2023-12-01
SKU_COI_0028,Coil Type-A,Coils,770,659,232,92,2430,Mumbai_Central,2022-02-01
SKU_PIP_0015,Pipe Type-O,Pipes,328,391,405,162,1216,Mumbai_Central,2022-04-01
SKU_COI_0028,Coil Type-A,Coils,336,209,232,92,2430,Pune,2023-09-01
SKU_SHE_0023,Sheet Type-H,Sheets,484,1770,295,118,1440,Mumbai_Central,2023-12-01
SKU_SHE_0020,Sheet Type-E,Sheets,735,696,119,47,2480,Navi_Mumbai,2022-03-01
SKU_PIP_0008,Pipe Type-H,Pipes,415,398,420,168,1595,Pune,2023-04-01
SKU_PIP_0006,Pipe Type-F,Pipes,227,60,109,43,1920,Pune,2023-06-01
SKU_FAS_0049,Fastener Type-D,Fasteners,325,333,378,151,196,Mumbai_Central,2022-09-01
SKU_COI_0030,Coil Type-C,Coils,965,1806,301,120,2737,Pune,2022-11-01
SKU_SHE_0025,Sheet Type-J,Sheets,287,359,225,90,1830,Navi_Mumbai,2022-06-01
SKU_PIP_0004,Pipe Type-D,Pipes,957,137,445,178,1057,Navi_Mumbai,2022-09-01
SKU_COI_0033,Coil Type-F,Coils,562,498,251,100,2211,Pune,2022-01-01
SKU_COI_0037,Coil Type-J,Coils,290,290,273,109,3102,Pune,2022-06-01
SKU_COI_0032,Coil Type-E,Coils,569,582,457,182,2186,Pune,2023-06-01
SKU_PIP_0002,Pipe Type-B,Pipes,720,684,112,44,1035,Thane,2022-06-01
SKU_SHE_0023,Sheet Type-H,Sheets,579,471,295,118,1440,Thane,2023-02-01
SKU_PIP_0007,Pipe Type-G,Pipes,260,665,133,53,1045,Thane,2023-10-01
SKU_PIP_0011,Pipe Type-K,Pipes,649,744,124,49,1199,Pune,2022-09-01
SKU_PIP_0013,Pipe Type-M,Pipes,439,322,120,48,1603,Navi_Mumbai,2023-08-01
SKU_SHE_0019,Sheet Type-D,Sheets,328,388,446,178,2051,Pune,2023-04-01
SKU_PIP_0015,Pipe Type-O,Pipes,1019,1063,405,162,1216,Mumbai_Central,2022-11-01
SKU_PIP_0014,Pipe Type-N,Pipes,335,1600,320,128,1903,Mumbai_Central,2023-11-01
SKU_PIP_0012,Pipe Type-L,Pipes,387,225,197,78,1356,Pune,2023-10-01
SKU_FIT_0040,Fitting Type-C,Fittings,986,891,413,165,989,Pune,2023-02-01
SKU_PIP_0005,Pipe Type-E,Pipes,668,520,151,60,1383,Mumbai_Central,2022-02-01
SKU_SHE_0020,Sheet Type-E,Sheets,588,505,119,47,2480,Navi_Mumbai,2022-12-01
SKU_FIT_0044,Fitting Type-G,Fittings,423,48,285,114,921,Pune,2022-05-01
SKU_FIT_0039,Fitting Type-B,Fittings,204,23,125,50,716,Thane,2022-01-01
SKU_COI_0032,Coil Type-E,Coils,513,452,457,182,2186,Mumbai_Central,2022-12-01
SKU_FIT_0040,Fitting Type-C,Fittings,211,151,413,165,989,Thane,2022-09-01
SKU_SHE_0026,Sheet Type-K,Sheets,859,818,166,66,2046,Pune,2023-02-01
SKU_COI_0034,Coil Type-G,Coils,1285,1158,499,199,2200,Thane,2022-10-01
SKU_COI_0032,Coil Type-E,Coils,510,341,457,182,2186,Mumbai_Central,2023-02-01
SKU_COI_0029,Coil Type-B,Coils,453,1016,254,101,3070,Mumbai_Central,2023-05-01
SKU_PIP_0003,Pipe Type-C,Pipes,470,1792,448,179,1152,Pune,2023-06-01
SKU_COI_0034,Coil Type-G,Coils,669,530,499,199,2200,Mumbai_Central,2022-02-01
SKU_COI_0031,Coil Type-D,Coils,616,579,113,45,2014,Thane,2023-12-01
SKU_SHE_0024,Sheet Type-I,Sheets,868,869,245,98,2249,Thane,2023-04-01
SKU_FAS_0046,Fastener Type-A,Fasteners,969,861,343,137,187,Thane,2022-04-01
SKU_FAS_0046,Fastener Type-A,Fasteners,674,515,343,137,187,Pune,2023-07-01
SKU_PIP_0013,Pipe Type-M,Pipes,201,480,120,48,1603,Navi_Mumbai,2023-03-01
SKU_PIP_0011,Pipe Type-K,Pipes,784,723,124,49,1199,Mumbai_Central,2023-03-01
SKU_FIT_0040,Fitting Type-C,Fittings,1012,958,413,165,989,Thane,2023-11-01
SKU_FIT_0043,Fitting Type-F,Fittings,402,267,465,186,506,Navi_Mumbai,2023-04-01
SKU_PIP_0014,Pipe Type-N,Pipes,508,43,320,128,1903,Thane,2022-01-01
SKU_SHE_0023,Sheet Type-H,Sheets,831,757,295,118,1440,Navi_Mumbai,2022-02-01
SKU_PIP_0010,Pipe Type-J,Pipes,340,385,218,87,1470,Thane,2022-06-01
SKU_SHE_0017,Sheet Type-B,Sheets,655,685,257,102,2017,Navi_Mumbai,2022-05-01
SKU_PIP_0010,Pipe Type-J,Pipes,204,28,218,87,1470,Pune,2023-08-01
SKU_COI_0034,Coil Type-G,Coils,423,509,499,199,2200,Pune,2023-06-01
SKU_SHE_0021,Sheet Type-F,Sheets,526,411,413,165,1564,Navi_Mumbai,2022-03-01
SKU_COI_0030,Coil Type-C,Coils,627,577,301,120,2737,Pune,2023-05-01
SKU_PIP_0013,Pipe Type-M,Pipes,438,5,120,48,1603,Mumbai_Central,2023-06-01
SKU_FAS_0047,Fastener Type-B,Fasteners,171,115,427,170,158,Pune,2022-07-01
SKU_FAS_0046,Fastener Type-A,Fasteners,455,411,343,137,187,Thane,2022-10-01
SKU_COI_0033,Coil Type-F,Coils,438,442,251,100,2211,Pune,2022-04-01
SKU_FIT_0039,Fitting Type-B,Fittings,516,460,125,50,716,Pune,2022-05-01
SKU_FAS_0048,Fastener Type-C,Fasteners,819,948,158,63,270,Pune,2022-11-01
SKU_PIP_0011,Pipe Type-K,Pipes,442,515,124,49,1199,Mumbai_Central,2022-10-01
SKU_COI_0032,Coil Type-E,Coils,336,141,457,182,2186,Mumbai_Central,2023-04-01
SKU_SHE_0025,Sheet Type-J,Sheets,294,156,225,90,1830,Pune,2023-07-01
SKU_PIP_0003,Pipe Type-C,Pipes,1115,1059,448,179,1152,Navi_Mumbai,2023-12-01
SKU_PIP_0004,Pipe Type-D,Pipes,703,1780,445,178,1057,Mumbai_Central,2023-11-01
SKU_SHE_0023,Sheet Type-H,Sheets,694,1180,295,118,1440,Navi_Mumbai,2023-06-01
SKU_PIP_0002,Pipe Type-B,Pipes,1093,36,112,44,1035,Navi_Mumbai,2022-10-01
SKU_COI_0036,Coil Type-I,Coils,941,785,135,54,2836,Pune,2023-10-01
SKU_SHE_0025,Sheet Type-J,Sheets,753,1125,225,90,1830,Thane,2022-03-01
SKU_SHE_0019,Sheet Type-D,Sheets,423,232,446,178,2051,Thane,2023-05-01
SKU_SHE_0019,Sheet Type-D,Sheets,612,441,446,178,2051,Thane,2023-02-01
SKU_PIP_0011,Pipe Type-K,Pipes,599,657,124,49,1199,Mumbai_Central,2023-08-01
SKU_PIP_0009,Pipe Type-I,Pipes,374,367,401,160,1768,Thane,2023-01-01
SKU_SHE_0024,Sheet Type-I,Sheets,629,662,245,98,2249,Thane,2023-09-01
SKU_COI_0035,Coil Type-H,Coils,514,527,173,69,2482,Pune,2022-08-01
SKU_SHE_0025,Sheet Type-J,Sheets,1149,995,225,90,1830,Navi_Mumbai,2022-10-01
SKU_SHE_0016,Sheet Type-A,Sheets,476,322,390,156,2579,Mumbai_Central,2022-06-01
SKU_COI_0034,Coil Type-G,Coils,559,545,499,199,2200,Mumbai_Central,2023-08-01
SKU_PIP_0004,Pipe Type-D,Pipes,761,68,445,178,1057,Navi_Mumbai,2022-06-01
SKU_PIP_0004,Pipe Type-D,Pipes,890,790,445,178,1057,Mumbai_Central,2023-01-01
SKU_SHE_0023,Sheet Type-H,Sheets,898,891,295,118,1440,Navi_Mumbai,2022-11-01
SKU_PIP_0004,Pipe Type-D,Pipes,1288,1334,445,178,1057,Pune,2022-11-01
SKU_SHE_0020,Sheet Type-E,Sheets,940,925,119,47,2480,Pune,2022-02-01
SKU_FAS_0048,Fastener Type-C,Fasteners,950,814,158,63,270,Pune,2022-10-01
SKU_SHE_0026,Sheet Type-K,Sheets,252,73,166,66,2046,Navi_Mumbai,2023-03-01
SKU_FAS_0050,Fastener Type-E,Fasteners,1051,1086,230,92,280,Navi_Mumbai,2022-10-01
SKU_FIT_0045,Fitting Type-H,Fittings,357,367,337,134,1037,Navi_Mumbai,2023-08-01
