Order_ID,SKU_ID,Customer_ID,Order_Date,Quantity_Ordered,Quantity_Delivered,Delivery_Date,Order_Status,Region
ORD_000282,SKU_FIT_0042,CUST_1381,2023-07-30,146,42,2023-08-03,Pending,North
ORD_000283,SKU_SHE_0016,CUST_1531,2023-01-11,297,297,2023-01-19,Completed,Mumbai
ORD_000284,SKU_COI_0029,CUST_1617,2023-09-04,139,139,2023-09-18,Completed,West
ORD_000285,SKU_SHE_0017,CUST_1079,2023-08-08,183,183,2023-08-22,Completed,North
ORD_000286,SKU_FIT_0039,CUST_1402,2022-08-12,46,0,,Cancelled,East
ORD_000287,SKU_COI_0035,CUST_1226,2022-08-18,252,252,2022-08-25,Completed,South
ORD_000288,SKU_SHE_0016,CUST_1392,2022-04-06,175,175,2022-04-14,Completed,East
ORD_000289,SKU_PIP_0010,CUST_1696,2023-09-25,125,125,2023-10-03,Completed,East
ORD_000290,SKU_SHE_0020,CUST_1133,2023-10-11,139,139,2023-10-19,Completed,East
ORD_000291,SKU_SHE_0020,CUST_1691,2022-11-30,114,114,2022-12-04,Completed,East
ORD_000292,SKU_FIT_0040,CUST_1161,2023-09-27,103,103,2023-10-01,Completed,South
ORD_000293,SKU_FAS_0049,CUST_1318,2022-01-23,95,95,2022-01-31,Completed,North
ORD_000294,SKU_PIP_0003,CUST_1934,2022-07-31,179,0,,Cancelled,West
ORD_000295,SKU_COI_0030,CUST_1785,2023-01-29,148,4,2023-02-02,Pending,East
ORD_000296,SKU_FAS_0049,CUST_1228,2023-12-04,343,343,2023-12-17,Completed,East
ORD_000297,SKU_FIT_0041,CUST_1702,2023-11-18,107,33,2023-11-22,Pending,West
ORD_000298,SKU_SHE_0021,CUST_1552,2022-11-19,170,170,2022-11-24,Completed,South
ORD_000299,SKU_FAS_0048,CUST_1683,2022-10-22,293,293,2022-11-03,Completed,North
ORD_000300,SKU_FAS_0049,CUST_1676,2022-10-20,214,214,2022-10-31,Completed,South
ORD_000301,SKU_SHE_0017,CUST_1605,2022-04-04,120,120,2022-04-16,Completed,East
ORD_000302,SKU_PIP_0009,CUST_1012,2022-02-04,240,240,2022-02-18,Completed,North
ORD_000303,SKU_PIP_0013,CUST_1535,2023-08-18,240,0,,Cancelled,North
ORD_000304,SKU_PIP_0012,CUST_1290,2023-03-31,124,124,2023-04-04,Completed,North
ORD_000305,SKU_PIP_0011,CUST_1546,2022-07-15,105,105,2022-07-24,Completed,Mumbai
ORD_000306,SKU_COI_0037,CUST_1593,2023-02-09,221,221,2023-02-18,Completed,Mumbai
ORD_000307,SKU_COI_0037,CUST_1962,2022-10-24,327,0,,Cancelled,Mumbai
ORD_000308,SKU_SHE_0026,CUST_1583,2023-09-07,260,260,2023-09-20,Completed,South
ORD_000309,SKU_SHE_0019,CUST_1324,2023-11-29,154,74,2023-12-03,Pending,North
ORD_000310,SKU_SHE_0025,CUST_1737,2022-05-07,242,242,2022-05-11,Completed,South
ORD_000311,SKU_COI_0028,CUST_1139,2023-04-26,242,242,2023-05-02,Completed,North
ORD_000312,SKU_PIP_0003,CUST_1466,2023-12-19,104,104,2023-12-28,Completed,Mumbai
ORD_000313,SKU_COI_0036,CUST_1997,2023-10-19,175,175,2023-10-23,Completed,Mumbai
ORD_000314,SKU_PIP_0004,CUST_1676,2022-01-06,293,293,2022-01-14,Completed,Mumbai
ORD_000315,SKU_SHE_0025,CUST_1666,2023-11-10,339,339,2023-11-20,Completed,West
ORD_000316,SKU_SHE_0017,CUST_1149,2022-02-15,193,5,2022-02-16,Pending,West
ORD_000317,SKU_PIP_0008,CUST_1344,2023-01-22,266,266,2023-01-26,Completed,West
ORD_000318,SKU_PIP_0010,CUST_1978,2023-10-24,123,123,2023-10-27,Completed,Mumbai
ORD_000319,SKU_SHE_0026,CUST_1589,2023-02-15,170,170,2023-02-25,Completed,East
ORD_000320,SKU_FAS_0047,CUST_1627,2022-11-15,210,210,2022-11-29,Completed,West
ORD_000321,SKU_FIT_0044,CUST_1477,2023-02-05,89,89,2023-02-16,Completed,West
ORD_000322,SKU_PIP_0011,CUST_1697,2023-09-25,275,275,2023-10-08,Completed,West
ORD_000323,SKU_PIP_0006,CUST_1356,2022-08-04,215,215,2022-08-13,Completed,East
ORD_000324,SKU_FIT_0045,CUST_1805,2022-05-14,114,114,2022-05-22,Completed,North
ORD_000325,SKU_SHE_0024,CUST_1665,2022-05-05,128,128,2022-05-10,Completed,Mumbai
ORD_000326,SKU_PIP_0006,CUST_1246,2022-04-16,242,20,2022-04-20,Pending,East
ORD_000327,SKU_PIP_0012,CUST_1170,2023-07-05,210,210,2023-07-11,Completed,North
ORD_000328,SKU_PIP_0013,CUST_1146,2023-03-01,107,107,2023-03-12,Completed,Mumbai
ORD_000329,SKU_FIT_0041,CUST_1778,2023-12-01,232,92,2023-12-04,Pending,East
ORD_000330,SKU_PIP_0011,CUST_1783,2023-09-13,165,165,2023-09-21,Completed,North
ORD_000331,SKU_FAS_0050,CUST_1071,2023-08-17,140,140,2023-08-21,Completed,West
ORD_000332,SKU_COI_0034,CUST_1043,2023-10-28,156,156,2023-11-09,Completed,Mumbai
ORD_000333,SKU_PIP_0011,CUST_1065,2022-10-17,219,219,2022-10-21,Completed,Mumbai
ORD_000334,SKU_SHE_0020,CUST_1573,2023-04-16,198,32,2023-04-18,Pending,West
ORD_000335,SKU_SHE_0018,CUST_1641,2022-10-13,227,227,2022-10-19,Completed,Mumbai
ORD_000336,SKU_PIP_0011,CUST_1024,2022-11-07,330,330,2022-11-17,Completed,South
ORD_000337,SKU_PIP_0002,CUST_1336,2023-02-26,287,107,2023-03-01,Pending,East
ORD_000338,SKU_COI_0029,CUST_1165,2023-11-29,133,133,2023-12-13,Completed,Mumbai
ORD_000339,SKU_FIT_0043,CUST_1387,2022-05-18,236,49,2022-05-20,Pending,South
ORD_000340,SKU_COI_0032,CUST_1026,2023-01-06,178,178,2023-01-18,Completed,South
ORD_000341,SKU_PIP_0002,CUST_1849,2023-11-01,219,219,2023-11-07,Completed,East
ORD_000342,SKU_PIP_0009,CUST_1534,2022-04-20,98,13,2022-04-23,Pending,West
ORD_000343,SKU_FIT_0040,CUST_1557,2023-03-28,186,186,2023-04-05,Completed,South
ORD_000344,SKU_PIP_0012,CUST_1874,2022-10-26,280,280,2022-10-31,Completed,Mumbai
ORD_000345,SKU_SHE_0016,CUST_1897,2023-01-06,86,32,2023-01-07,Pending,North
ORD_000346,SKU_SHE_0026,CUST_1214,2023-07-28,102,102,2023-07-31,Completed,South
ORD_000347,SKU_COI_0030,CUST_1239,2023-06-16,201,201,2023-06-27,Completed,South
ORD_000348,SKU_SHE_0024,CUST_1504,2023-10-06,111,111,2023-10-17,Completed,Mumbai
ORD_000349,SKU_SHE_0018,CUST_1765,2023-12-07,292,292,2023-12-12,Completed,North
ORD_000350,SKU_COI_0028,CUST_1547,2023-09-29,187,0,,Cancelled,Mumbai
ORD_000351,SKU_PIP_0009,CUST_1700,2023-09-15,64,0,,Cancelled,Mumbai
ORD_000352,SKU_FIT_0041,CUST_1506,2022-11-16,117,117,2022-11-26,Completed,West
ORD_000353,SKU_SHE_0025,CUST_1987,2023-09-09,183,183,2023-09-20,Completed,West
ORD_000354,SKU_FAS_0049,CUST_1225,2023-12-01,154,154,2023-12-05,Completed,North
ORD_000355,SKU_COI_0029,CUST_1442,2022-01-14,213,213,2022-01-24,Completed,South
ORD_000356,SKU_COI_0036,CUST_1560,2023-08-20,65,1,2023-08-24,Pending,East
ORD_000357,SKU_FIT_0040,CUST_1742,2023-03-02,150,150,2023-03-06,Completed,South
ORD_000358,SKU_FIT_0042,CUST_1679,2022-10-04,148,148,2022-10-18,Completed,Mumbai
ORD_000359,SKU_SHE_0020,CUST_1138,2022-12-09,200,0,,Cancelled,North
ORD_000360,SKU_COI_0034,CUST_1743,2022-11-13,76,76,2022-11-16,Completed,Mumbai
ORD_000361,SKU_PIP_0001,CUST_1133,2023-08-15,54,54,2023-08-24,Completed,Mumbai
ORD_000362,SKU_FIT_0043,CUST_1657,2023-01-04,147,147,2023-01-17,Completed,West
ORD_000363,SKU_FIT_0042,CUST_1992,2022-04-09,110,110,2022-04-12,Completed,North
ORD_000364,SKU_PIP_0010,CUST_1520,2023-12-18,140,140,2023-12-26,Completed,North
ORD_000365,SKU_PIP_0011,CUST_1020,2023-07-14,212,212,2023-07-17,Completed,West
ORD_000366,SKU_COI_0036,CUST_1054,2023-01-22,58,23,2023-01-24,Pending,East
ORD_000367,SKU_PIP_0010,CUST_1862,2022-10-05,154,154,2022-10-09,Completed,South
ORD_000368,SKU_SHE_0016,CUST_1716,2022-01-01,294,294,2022-01-05,Completed,Mumbai
ORD_000369,SKU_PIP_0015,CUST_1053,2023-06-04,104,0,,Cancelled,South
ORD_000370,SKU_SHE_0019,CUST_1166,2023-01-14,188,188,2023-01-20,Completed,West
ORD_000371,SKU_SHE_0021,CUST_1850,2022-06-27,104,104,2022-07-08,Completed,East
ORD_000372,SKU_COI_0031,CUST_1554,2022-03-09,238,238,2022-03-15,Completed,South
ORD_000373,SKU_FAS_0047,CUST_1880,2022-12-25,252,252,2022-12-30,Completed,North
ORD_000374,SKU_PIP_0006,CUST_1831,2023-04-22,124,124,2023-05-03,Completed,East
ORD_000375,SKU_PIP_0007,CUST_1666,2023-07-22,60,24,2023-07-24,Pending,North
ORD_000376,SKU_COI_0036,CUST_1023,2022-02-16,62,62,2022-02-20,Completed,North
ORD_000377,SKU_COI_0028,CUST_1589,2023-02-23,218,218,2023-03-02,Completed,South
ORD_000378,SKU_PIP_0008,CUST_1827,2022-10-24,209,209,2022-11-01,Completed,South
ORD_000379,SKU_COI_0028,CUST_1421,2022-04-15,242,242,2022-04-24,Completed,West
ORD_000380,SKU_COI_0035,CUST_1382,2022-05-18,224,0,,Cancelled,West
ORD_000381,SKU_FIT_0045,CUST_1913,2023-04-09,212,212,2023-04-20,Completed,East
ORD_000382,SKU_COI_0029,CUST_1274,2022-01-20,288,69,2022-01-23,Pending,South
ORD_000383,SKU_FIT_0040,CUST_1682,2022-07-05,150,150,2022-07-16,Completed,Mumbai
ORD_000384,SKU_SHE_0019,CUST_1712,2022-05-16,272,104,2022-05-18,Pending,North
ORD_000385,SKU_COI_0036,CUST_1913,2023-10-16,379,379,2023-10-23,Completed,West
ORD_000386,SKU_COI_0037,CUST_1992,2022-05-19,69,69,2022-06-01,Completed,West
ORD_000387,SKU_PIP_0008,CUST_1004,2023-10-29,287,287,2023-11-12,Completed,East
ORD_000388,SKU_SHE_0021,CUST_1436,2023-05-23,117,117,2023-06-03,Completed,West
ORD_000389,SKU_PIP_0012,CUST_1841,2022-03-18,97,97,2022-03-26,Completed,South
ORD_000390,SKU_PIP_0013,CUST_1551,2023-04-21,107,107,2023-04-26,Completed,North
ORD_000391,SKU_PIP_0013,CUST_1077,2023-03-18,77,19,2023-03-20,Pending,Mumbai
ORD_000392,SKU_PIP_0009,CUST_1737,2022-05-22,174,174,2022-05-25,Completed,North
ORD_000393,SKU_SHE_0024,CUST_1158,2023-03-22,190,190,2023-03-26,Completed,North
ORD_000394,SKU_COI_0032,CUST_1043,2022-09-21,293,293,2022-10-05,Completed,West
ORD_000395,SKU_SHE_0016,CUST_1334,2023-04-09,108,108,2023-04-22,Completed,North
ORD_000396,SKU_COI_0033,CUST_1798,2022-11-28,83,17,2022-12-01,Pending,North
ORD_000397,SKU_FIT_0045,CUST_1830,2023-04-08,248,248,2023-04-20,Completed,North
ORD_000398,SKU_FIT_0044,CUST_1587,2022-06-06,231,231,2022-06-12,Completed,North
ORD_000399,SKU_SHE_0019,CUST_1066,2023-10-24,89,89,2023-11-04,Completed,North
ORD_000400,SKU_COI_0034,CUST_1825,2022-12-09,236,236,2022-12-20,Completed,Mumbai
ORD_000401,SKU_PIP_0015,CUST_1705,2023-10-24,234,234,2023-10-30,Completed,South
ORD_000402,SKU_FAS_0047,CUST_1361,2022-12-04,150,150,2022-12-13,Completed,North
ORD_000403,SKU_SHE_0027,CUST_1569,2023-09-17,182,31,2023-09-18,Pending,East
ORD_000404,SKU_FAS_0047,CUST_1869,2022-03-17,207,207,2022-03-22,Completed,North
ORD_000405,SKU_FIT_0041,CUST_1167,2023-10-04,93,93,2023-10-11,Completed,North
ORD_000406,SKU_PIP_0013,CUST_1924,2022-02-21,258,258,2022-02-24,Completed,South
ORD_000407,SKU_PIP_0009,CUST_1653,2023-11-11,135,135,2023-11-24,Completed,West
ORD_000408,SKU_FAS_0046,CUST_1196,2023-02-21,201,201,2023-03-04,Completed,South
ORD_000409,SKU_COI_0036,CUST_1148,2022-12-31,204,93,2023-01-02,Pending,West
ORD_000410,SKU_FAS_0048,CUST_1229,2023-07-29,113,113,2023-08-05,Completed,North
ORD_000411,SKU_PIP_0011,CUST_1320,2023-12-14,227,0,,Cancelled,North
ORD_000412,SKU_COI_0035,CUST_1628,2022-12-18,293,19,2022-12-21,Pending,Mumbai
ORD_000413,SKU_PIP_0005,CUST_1617,2023-04-28,196,196,2023-05-06,Completed,South
ORD_000414,SKU_SHE_0016,CUST_1289,2023-01-21,63,63,2023-02-02,Completed,South
ORD_000415,SKU_SHE_0025,CUST_1400,2022-07-26,118,118,2022-08-05,Completed,East
ORD_000416,SKU_PIP_0008,CUST_1418,2022-10-10,159,159,2022-10-13,Completed,West
ORD_000417,SKU_SHE_0023,CUST_1580,2023-03-23,166,166,2023-03-26,Completed,West
ORD_000418,SKU_COI_0032,CUST_1737,2022-12-12,169,169,2022-12-18,Completed,Mumbai
ORD_000419,SKU_PIP_0002,CUST_1380,2023-02-07,201,201,2023-02-20,Completed,East
ORD_000420,SKU_SHE_0022,CUST_1015,2022-10-24,265,265,2022-10-30,Completed,West
ORD_000421,SKU_PIP_0001,CUST_1017,2022-12-17,287,287,2022-12-24,Completed,Mumbai
ORD_000422,SKU_SHE_0018,CUST_1431,2022-10-21,364,1,2022-10-22,Pending,West
ORD_000423,SKU_PIP_0010,CUST_1054,2022-10-03,166,166,2022-10-15,Completed,North
ORD_000424,SKU_PIP_0010,CUST_1522,2023-05-11,88,88,2023-05-18,Completed,East
ORD_000425,SKU_FAS_0050,CUST_1299,2023-04-08,262,262,2023-04-18,Completed,West
ORD_000426,SKU_PIP_0004,CUST_1751,2023-01-28,280,280,2023-02-11,Completed,Mumbai
ORD_000427,SKU_FIT_0040,CUST_1812,2023-03-11,235,235,2023-03-14,Completed,North
ORD_000428,SKU_FAS_0050,CUST_1875,2023-04-11,120,0,,Cancelled,South
ORD_000429,SKU_FIT_0043,CUST_1313,2022-12-31,75,0,,Cancelled,North
ORD_000430,SKU_PIP_0013,CUST_1698,2022-05-11,84,84,2022-05-17,Completed,South
ORD_000431,SKU_COI_0032,CUST_1889,2022-06-12,54,5,2022-06-13,Pending,Mumbai
ORD_000432,SKU_COI_0033,CUST_1800,2023-03-12,132,132,2023-03-19,Completed,South
ORD_000433,SKU_PIP_0015,CUST_1590,2023-10-21,202,202,2023-10-29,Completed,West
ORD_000434,SKU_PIP_0009,CUST_1869,2023-04-13,147,147,2023-04-17,Completed,West
ORD_000435,SKU_PIP_0009,CUST_1992,2023-09-27,102,23,2023-10-01,Pending,South
ORD_000436,SKU_SHE_0024,CUST_1253,2022-01-13,92,17,2022-01-16,Pending,South
ORD_000437,SKU_SHE_0019,CUST_1280,2023-06-22,188,0,,Cancelled,South
ORD_000438,SKU_FIT_0044,CUST_1356,2022-09-30,117,117,2022-10-13,Completed,Mumbai
ORD_000439,SKU_PIP_0004,CUST_1330,2023-02-13,272,272,2023-02-17,Completed,North
ORD_000440,SKU_SHE_0025,CUST_1433,2023-12-11,97,0,,Cancelled,East
ORD_000441,SKU_SHE_0025,CUST_1146,2023-11-25,65,65,2023-12-04,Completed,East
ORD_000442,SKU_PIP_0004,CUST_1809,2023-11-08,130,130,2023-11-16,Completed,South
ORD_000443,SKU_SHE_0019,CUST_1568,2022-12-25,243,243,2022-12-28,Completed,North
ORD_000444,SKU_SHE_0019,CUST_1798,2022-09-18,168,168,2022-09-23,Completed,West
ORD_000445,SKU_FIT_0039,CUST_1472,2023-04-27,298,10,2023-04-29,Pending,North
ORD_000446,SKU_COI_0036,CUST_1795,2022-07-22,100,100,2022-07-28,Completed,East
ORD_000447,SKU_FAS_0047,CUST_1761,2023-08-14,135,135,2023-08-28,Completed,Mumbai
ORD_000448,SKU_SHE_0026,CUST_1342,2022-08-09,103,103,2022-08-12,Completed,South
ORD_000449,SKU_FIT_0043,CUST_1208,2023-09-07,173,173,2023-09-20,Completed,West
ORD_000450,SKU_PIP_0003,CUST_1886,2023-03-18,266,266,2023-03-28,Completed,West
ORD_000451,SKU_FAS_0050,CUST_1792,2023-10-29,278,278,2023-11-11,Completed,South
ORD_000452,SKU_PIP_0001,CUST_1888,2023-05-31,206,206,2023-06-13,Completed,South
ORD_000453,SKU_FAS_0046,CUST_1982,2023-01-30,123,123,2023-02-02,Completed,West
ORD_000454,SKU_FAS_0047,CUST_1730,2022-08-28,59,59,2022-09-10,Completed,East
ORD_000455,SKU_PIP_0006,CUST_1385,2023-09-22,247,247,2023-10-02,Completed,Mumbai
ORD_000456,SKU_FAS_0047,CUST_1859,2023-10-02,291,18,2023-10-06,Pending,South
ORD_000457,SKU_PIP_0007,CUST_1938,2023-07-14,213,32,2023-07-18,Pending,Mumbai
ORD_000458,SKU_PIP_0001,CUST_1577,2022-08-27,69,69,2022-09-08,Completed,Mumbai
ORD_000459,SKU_COI_0028,CUST_1417,2022-12-23,228,97,2022-12-27,Pending,North
ORD_000460,SKU_FAS_0047,CUST_1056,2023-07-31,51,51,2023-08-08,Completed,North
ORD_000461,SKU_PIP_0001,CUST_1793,2022-09-14,209,209,2022-09-19,Completed,North
ORD_000462,SKU_SHE_0019,CUST_1316,2023-02-17,227,227,2023-02-27,Completed,North
ORD_000463,SKU_FAS_0046,CUST_1420,2023-07-27,56,56,2023-08-10,Completed,West
ORD_000464,SKU_FAS_0050,CUST_1643,2023-07-09,90,90,2023-07-12,Completed,South
ORD_000465,SKU_COI_0037,CUST_1046,2022-06-19,54,7,2022-06-23,Pending,Mumbai
ORD_000466,SKU_SHE_0016,CUST_1606,2022-03-06,137,0,,Cancelled,West
ORD_000467,SKU_SHE_0017,CUST_1382,2023-08-24,228,228,2023-08-29,Completed,East
ORD_000468,SKU_SHE_0022,CUST_1074,2022-03-02,235,235,2022-03-16,Completed,North
ORD_000469,SKU_FIT_0045,CUST_1739,2022-06-30,93,93,2022-07-12,Completed,West
ORD_000470,SKU_SHE_0027,CUST_1820,2023-04-18,208,208,2023-04-24,Completed,West
ORD_000471,SKU_SHE_0017,CUST_1493,2022-11-27,269,269,2022-12-05,Completed,Mumbai
ORD_000472,SKU_FIT_0043,CUST_1880,2022-04-25,76,76,2022-04-28,Completed,East
ORD_000473,SKU_PIP_0004,CUST_1336,2022-12-02,340,340,2022-12-08,Completed,East
ORD_000474,SKU_SHE_0017,CUST_1685,2023-10-28,258,258,2023-11-07,Completed,West
ORD_000475,SKU_PIP_0001,CUST_1428,2023-03-03,214,214,2023-03-13,Completed,Mumbai
ORD_000476,SKU_PIP_0009,CUST_1461,2023-04-04,238,238,2023-04-17,Completed,South
ORD_000477,SKU_FIT_0042,CUST_1364,2022-03-13,220,220,2022-03-24,Completed,North
ORD_000478,SKU_FIT_0039,CUST_1472,2022-07-14,175,175,2022-07-19,Completed,North
ORD_000479,SKU_SHE_0019,CUST_1566,2023-09-08,135,0,,Cancelled,South
ORD_000480,SKU_FAS_0050,CUST_1242,2022-07-22,68,68,2022-08-04,Completed,North
ORD_000481,SKU_PIP_0007,CUST_1896,2023-11-19,227,227,2023-12-03,Completed,Mumbai
ORD_000482,SKU_FIT_0043,CUST_1464,2022-05-03,267,267,2022-05-06,Completed,North
ORD_000483,SKU_FAS_0050,CUST_1849,2023-08-30,51,51,2023-09-07,Completed,Mumbai
ORD_000484,SKU_FIT_0043,CUST_1996,2022-02-28,213,213,2022-03-10,Completed,North
ORD_000485,SKU_SHE_0017,CUST_1935,2022-03-31,245,245,2022-04-14,Completed,North
ORD_000486,SKU_SHE_0021,CUST_1979,2023-06-17,85,85,2023-06-23,Completed,East
ORD_000487,SKU_FAS_0049,CUST_1300,2023-11-03,76,76,2023-11-10,Completed,West
ORD_000488,SKU_COI_0028,CUST_1949,2023-09-20,100,100,2023-09-23,Completed,West
ORD_000489,SKU_PIP_0003,CUST_1586,2023-11-18,367,367,2023-11-22,Completed,North
ORD_000490,SKU_COI_0035,CUST_1832,2023-05-16,235,235,2023-05-30,Completed,North
ORD_000491,SKU_PIP_0003,CUST_1067,2023-04-12,78,78,2023-04-18,Completed,Mumbai
ORD_000492,SKU_COI_0029,CUST_1890,2023-01-23,290,290,2023-02-05,Completed,North
ORD_000493,SKU_SHE_0022,CUST_1176,2023-01-22,264,264,2023-01-31,Completed,West
ORD_000494,SKU_SHE_0021,CUST_1229,2022-06-20,231,231,2022-07-01,Completed,South
ORD_000495,SKU_COI_0035,CUST_1294,2023-08-23,51,25,2023-08-27,Pending,East
ORD_000496,SKU_PIP_0001,CUST_1756,2022-03-02,295,295,2022-03-05,Completed,North
ORD_000497,SKU_PIP_0014,CUST_1044,2022-05-24,146,146,2022-05-27,Completed,West
ORD_000498,SKU_FIT_0038,CUST_1423,2023-02-21,210,4,2023-02-25,Pending,North
ORD_000499,SKU_FAS_0048,CUST_1558,2023-12-18,131,131,2023-12-30,Completed,North
ORD_000500,SKU_COI_0031,CUST_1589,2023-01-22,236,236,2023-01-26,Completed,North
ORD_000501,SKU_COI_0028,CUST_1467,2023-08-22,134,134,2023-08-25,Completed,South
ORD_000502,SKU_COI_0033,CUST_1248,2023-08-04,143,143,2023-08-18,Completed,Mumbai
ORD_000503,SKU_SHE_0023,CUST_1286,2023-08-31,89,89,2023-09-03,Completed,Mumbai
ORD_000504,SKU_FAS_0049,CUST_1988,2023-09-29,249,249,2023-10-05,Completed,South
ORD_000505,SKU_PIP_0005,CUST_1929,2022-05-01,246,27,2022-05-02,Pending,West
ORD_000506,SKU_FIT_0039,CUST_1566,2023-05-27,267,267,2023-06-06,Completed,West
ORD_000507,SKU_SHE_0016,CUST_1917,2023-11-16,384,0,,Cancelled,South
ORD_000508,SKU_SHE_0023,CUST_1082,2022-03-03,80,80,2022-03-17,Completed,North
ORD_000509,SKU_FIT_0042,CUST_1841,2023-10-05,213,213,2023-10-17,Completed,East
ORD_000510,SKU_SHE_0016,CUST_1472,2023-01-22,275,275,2023-02-01,Completed,North
ORD_000511,SKU_PIP_0013,CUST_1898,2023-12-12,209,209,2023-12-17,Completed,North
ORD_000512,SKU_FAS_0047,CUST_1918,2022-07-22,178,62,2022-07-25,Pending,West
ORD_000513,SKU_PIP_0008,CUST_1810,2023-06-05,62,62,2023-06-09,Completed,East
ORD_000514,SKU_FAS_0046,CUST_1020,2023-05-05,282,282,2023-05-13,Completed,North
ORD_000515,SKU_SHE_0025,CUST_1486,2023-12-09,185,185,2023-12-18,Completed,East
ORD_000516,SKU_SHE_0018,CUST_1154,2023-03-16,277,73,2023-03-17,Pending,Mumbai
ORD_000517,SKU_COI_0033,CUST_1411,2022-06-22,45,45,2022-07-04,Completed,East
ORD_000518,SKU_COI_0037,CUST_1992,2023-08-06,69,69,2023-08-20,Completed,East
ORD_000519,SKU_SHE_0024,CUST_1840,2023-06-28,90,1,2023-07-01,Pending,West
ORD_000520,SKU_SHE_0020,CUST_1184,2023-06-29,50,50,2023-07-05,Completed,East
ORD_000521,SKU_COI_0028,CUST_1637,2023-03-03,129,129,2023-03-06,Completed,East
ORD_000522,SKU_SHE_0021,CUST_1278,2022-09-22,58,58,2022-09-25,Completed,West
ORD_000523,SKU_FIT_0045,CUST_1008,2022-07-27,165,50,2022-07-31,Pending,North
ORD_000524,SKU_PIP_0005,CUST_1443,2023-08-15,56,0,,Cancelled,North
ORD_000525,SKU_SHE_0019,CUST_1438,2023-03-21,185,185,2023-04-01,Completed,South
ORD_000526,SKU_PIP_0005,CUST_1695,2023-11-11,338,338,2023-11-18,Completed,North
ORD_000527,SKU_FAS_0047,CUST_1146,2022-08-19,55,24,2022-08-20,Pending,East
ORD_000528,SKU_FAS_0048,CUST_1345,2022-06-09,73,73,2022-06-15,Completed,Mumbai
ORD_000529,SKU_SHE_0016,CUST_1588,2023-10-19,361,0,,Cancelled,North
ORD_000530,SKU_PIP_0013,CUST_1840,2023-11-27,70,70,2023-12-02,Completed,East
ORD_000531,SKU_COI_0033,CUST_1377,2022-08-02,84,84,2022-08-13,Completed,North
ORD_000532,SKU_SHE_0018,CUST_1946,2022-01-29,88,88,2022-02-01,Completed,South
ORD_000533,SKU_FAS_0046,CUST_1067,2022-07-16,162,74,2022-07-18,Pending,Mumbai
ORD_000534,SKU_SHE_0023,CUST_1923,2023-07-20,158,158,2023-07-31,Completed,South
ORD_000535,SKU_COI_0037,CUST_1317,2023-08-21,219,219,2023-08-27,Completed,North
ORD_000536,SKU_PIP_0009,CUST_1948,2022-09-15,273,273,2022-09-22,Completed,East
ORD_000537,SKU_SHE_0022,CUST_1171,2023-10-10,140,13,2023-10-11,Pending,Mumbai
ORD_000538,SKU_COI_0031,CUST_1125,2022-02-10,172,62,2022-02-13,Pending,Mumbai
ORD_000539,SKU_PIP_0005,CUST_1081,2023-06-26,103,103,2023-07-01,Completed,Mumbai
ORD_000540,SKU_PIP_0002,CUST_1266,2022-10-20,332,28,2022-10-23,Pending,East
ORD_000541,SKU_SHE_0018,CUST_1888,2023-02-24,203,0,,Cancelled,North
ORD_000542,SKU_COI_0029,CUST_1261,2022-03-18,50,50,2022-03-23,Completed,East
ORD_000543,SKU_PIP_0007,CUST_1740,2022-06-12,54,54,2022-06-21,Completed,South
ORD_000544,SKU_PIP_0011,CUST_1427,2023-05-12,109,109,2023-05-15,Completed,Mumbai
ORD_000545,SKU_PIP_0010,CUST_1732,2022-05-27,52,52,2022-05-30,Completed,North
ORD_000546,SKU_FIT_0043,CUST_1627,2022-12-31,180,23,2023-01-01,Pending,North
ORD_000547,SKU_PIP_0005,CUST_1485,2023-08-13,119,119,2023-08-23,Completed,West
ORD_000548,SKU_FIT_0039,CUST_1339,2023-11-18,133,35,2023-11-21,Pending,North
ORD_000549,SKU_PIP_0013,CUST_1718,2023-05-18,109,109,2023-05-30,Completed,Mumbai
ORD_000550,SKU_SHE_0023,CUST_1027,2022-03-11,267,267,2022-03-16,Completed,South
ORD_000551,SKU_SHE_0019,CUST_1257,2022-10-23,271,271,2022-10-27,Completed,East
ORD_000552,SKU_SHE_0017,CUST_1183,2023-03-11,156,14,2023-03-14,Pending,North
ORD_000553,SKU_SHE_0026,CUST_1898,2022-12-02,187,187,2022-12-09,Completed,South
ORD_000554,SKU_SHE_0019,CUST_1540,2022-03-13,63,63,2022-03-27,Completed,Mumbai
ORD_000555,SKU_SHE_0026,CUST_1223,2023-09-24,228,228,2023-10-05,Completed,South
ORD_000556,SKU_SHE_0025,CUST_1884,2023-05-07,238,238,2023-05-10,Completed,West
ORD_000557,SKU_PIP_0012,CUST_1649,2022-06-13,239,62,2022-06-15,Pending,Mumbai
ORD_000558,SKU_FAS_0046,CUST_1470,2022-12-11,309,309,2022-12-15,Completed,West
ORD_000559,SKU_SHE_0016,CUST_1527,2023-11-19,323,323,2023-12-02,Completed,West
ORD_000560,SKU_PIP_0007,CUST_1529,2023-03-10,81,34,2023-03-11,Pending,Mumbai
ORD_000561,SKU_SHE_0022,CUST_1833,2023-07-14,45,45,2023-07-23,Completed,South
ORD_000562,SKU_SHE_0019,CUST_1101,2023-08-06,189,48,2023-08-08,Pending,West
ORD_000563,SKU_SHE_0025,CUST_1684,2023-03-07,89,89,2023-03-16,Completed,East
