PO_ID,Vendor_ID,SKU_ID,PO_Date,PO_Quantity,PO_Value,Status
PO_000329,VEN_0067,SKU_COI_0032,2022-06-03,903,1888299.42,Closed
PO_000330,VEN_0214,SKU_SHE_0016,2023-06-28,393,957776.37,Delayed
PO_000331,VEN_0053,SKU_PIP_0006,2022-03-11,542,1095116.42,Closed
PO_000332,VEN_0027,SKU_FAS_0050,2022-10-31,861,218487.36,Closed
PO_000333,VEN_0093,SKU_PIP_0005,2023-10-30,856,1081646.81,Closed
PO_000334,VEN_0063,SKU_COI_0032,2022-11-03,727,1658598.8,Closed
PO_000335,VEN_0006,SKU_PIP_0013,2023-10-09,300,494118.0,Closed
PO_000336,VEN_0010,SKU_FAS_0046,2023-07-16,221,42835.26,Closed
PO_000337,VEN_0024,SKU_FAS_0047,2023-09-16,161,26170.55,Closed
PO_000338,VEN_0202,SKU_COI_0029,2023-11-14,987,3294990.93,Closed
PO_000339,VEN_0294,SKU_SHE_0024,2022-07-02,333,729792.81,Closed
PO_000340,VEN_0093,SKU_PIP_0006,2022-07-13,468,865846.8,Closed
PO_000341,VEN_0300,SKU_FIT_0040,2023-01-17,477,510924.24,Closed
PO_000342,VEN_0252,SKU_FAS_0049,2022-02-05,411,74243.04,Closed
PO_000343,VEN_0100,SKU_SHE_0025,2022-12-15,238,476360.01,Closed
PO_000344,VEN_0017,SKU_PIP_0002,2022-10-19,173,194667.63,Closed
PO_000345,VEN_0129,SKU_FIT_0044,2022-06-10,250,225007.5,Closed
PO_000346,VEN_0006,SKU_PIP_0001,2023-05-26,522,541813.1,Delayed
PO_000347,VEN_0208,SKU_PIP_0003,2022-07-09,824,963288.96,Closed
PO_000348,VEN_0158,SKU_COI_0032,2022-10-05,793,1754684.85,Closed
PO_000349,VEN_0209,SKU_PIP_0015,2023-08-09,326,364683.93,Closed
PO_000350,VEN_0232,SKU_FIT_0039,2023-01-01,530,398432.8,Closed
PO_000351,VEN_0238,SKU_SHE_0022,2022-02-11,563,953857.12,Closed
PO_000352,VEN_0244,SKU_PIP_0011,2023-10-03,417,451840.35,Delayed
PO_000353,VEN_0122,SKU_SHE_0019,2022-10-15,314,627560.4,Delayed
PO_000354,VEN_0098,SKU_PIP_0014,2022-10-03,323,600298.73,Closed
PO_000355,VEN_0152,SKU_FAS_0047,2022-01-23,900,143793.0,Closed
PO_000356,VEN_0139,SKU_FIT_0038,2022-03-24,686,600812.52,Closed
PO_000357,VEN_0280,SKU_SHE_0025,2022-02-22,318,565340.4,Closed
PO_000358,VEN_0036,SKU_COI_0028,2022-06-16,847,2167341.03,Closed
PO_000359,VEN_0092,SKU_FIT_0038,2023-12-18,379,336495.15,Open
PO_000360,VEN_0288,SKU_FIT_0043,2023-01-17,175,94771.25,Closed
PO_000361,VEN_0017,SKU_PIP_0015,2022-02-22,691,834265.03,Closed
PO_000362,VEN_0234,SKU_FIT_0042,2023-08-02,987,957805.82,Closed
PO_000363,VEN_0065,SKU_COI_0028,2022-10-03,526,1224659.5,Closed
PO_000364,VEN_0075,SKU_FIT_0044,2023-11-14,994,863974.86,Delayed
PO_000365,VEN_0086,SKU_PIP_0002,2023-11-11,969,977943.87,Closed
PO_000366,VEN_0124,SKU_COI_0031,2022-03-04,885,1870898.85,Delayed
PO_000367,VEN_0299,SKU_SHE_0018,2023-11-05,464,999641.6,Closed
PO_000368,VEN_0261,SKU_PIP_0008,2022-04-16,618,956379.14,Closed
PO_000369,VEN_0167,SKU_COI_0037,2022-06-10,205,695054.55,Closed
PO_000370,VEN_0142,SKU_COI_0032,2023-09-13,206,474632.24,Closed
PO_000371,VEN_0115,SKU_PIP_0004,2022-08-16,345,364226.85,Delayed
PO_000372,VEN_0035,SKU_FAS_0048,2023-11-17,903,242654.16,Delayed
PO_000373,VEN_0258,SKU_SHE_0023,2022-06-29,396,560490.48,Closed
PO_000374,VEN_0102,SKU_PIP_0006,2022-11-03,494,878796.36,Closed
PO_000375,VEN_0128,SKU_SHE_0023,2023-08-17,865,1169526.14,Closed
PO_000376,VEN_0182,SKU_FIT_0044,2022-12-19,490,468302.53,Delayed
PO_000377,VEN_0121,SKU_FIT_0039,2023-05-04,432,325918.08,Closed
PO_000378,VEN_0110,SKU_COI_0036,2022-07-28,208,542170.72,Delayed
PO_000379,VEN_0215,SKU_COI_0028,2022-02-15,260,681634.2,Delayed
PO_000380,VEN_0255,SKU_FAS_0050,2023-05-19,771,199477.04,Closed
PO_000381,VEN_0021,SKU_SHE_0018,2022-10-04,568,1188148.08,Delayed
PO_000382,VEN_0147,SKU_FIT_0042,2023-12-12,642,544469.35,Open
PO_000383,VEN_0105,SKU_PIP_0008,2022-08-10,430,663536.49,Closed
PO_000384,VEN_0171,SKU_SHE_0020,2022-07-21,995,2379970.35,Closed
PO_000385,VEN_0022,SKU_SHE_0022,2023-03-28,198,305595.18,Delayed
PO_000386,VEN_0052,SKU_FIT_0040,2022-07-26,739,688666.71,Closed
PO_000387,VEN_0277,SKU_PIP_0005,2022-12-07,551,729235.16,Delayed
PO_000388,VEN_0190,SKU_COI_0035,2023-12-11,964,2452424.13,Closed
PO_000389,VEN_0138,SKU_COI_0037,2022-07-08,136,443062.16,Closed
PO_000390,VEN_0120,SKU_PIP_0008,2023-10-01,968,1562352.0,Closed
PO_000391,VEN_0174,SKU_SHE_0026,2023-01-31,909,1941287.67,Closed
PO_000392,VEN_0148,SKU_FAS_0048,2022-03-06,317,93476.91,Closed
PO_000393,VEN_0195,SKU_FIT_0043,2023-09-18,784,410220.16,Closed
PO_000394,VEN_0260,SKU_PIP_0010,2022-07-18,882,1321156.62,Closed
PO_000395,VEN_0256,SKU_SHE_0019,2022-04-30,545,1045184.65,Closed
PO_000396,VEN_0019,SKU_PIP_0007,2022-10-17,476,521881.64,Closed
PO_000397,VEN_0294,SKU_SHE_0024,2022-07-02,333,729792.81,Closed
PO_000398,VEN_0105,SKU_PIP_0008,2023-07-04,316,520085.44,Closed
PO_000399,VEN_0189,SKU_PIP_0010,2022-08-02,518,707049.28,Closed
PO_000400,VEN_0042,SKU_SHE_0020,2023-07-04,585,1529798.4,Closed
